Drug Name,Active Ingredient,Form; Route,Date,URL
quillichew er,methylphenidate hydrochloride,"TABLET, EXTENDED RELEASE, CHEWABLE;ORAL",06/25/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207960s012lbl.pdf#page=21
quillivant xr,methylphenidate hydrochloride,"FOR SUSPENSION, EXTENDED RELEASE;ORAL",06/25/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202100s018lbl.pdf#page=21
quviviq,daridorexant,TABLET; ORAL,09/30/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214985s010s012lbl.pdf#page=24
raldesy,"trazodone hydrochloride, usp",SOLUTION;ORAL,11/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218637s000lbl.pdf#page=12
rapamune,sirolimus,SOLUTION;ORAL,01/02/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021083s067,021110s085lbl.pdf#page=43"
rapamune,sirolimus,TABLET;ORAL,08/09/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021110s086lbl.pdf#page=43
ravicti,glycerol phenylbutyrate,LIQUID;ORAL,09/03/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203284s012lbl.pdf#page=27
rebetol,ribavirin,SOLUTION;ORAL,03/16/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
rebetol,ribavirin,CAPSULE;ORAL,03/16/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
rebif,interferon beta-1a,SYRINGE,07/28/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103780s5214lbl.pdf#page=16
reclast,zoledronic acid,INJECTABLE;INTRAVENOUS,04/29/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021817s028lbl.pdf#page=25
recorlev,levoketoconazole,TABLET;ORAL,08/16/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214133s003lbl.pdf#page=3
reglan,metoclopramide hydrochloride,TABLET;ORAL,08/29/2017,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM235574.pdf
reglan,metoclopramide hydrochloride,INJECTABLE;INJECTION,11/18/2010,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017862s063MedGuide.pdf
reglan odt,metoclopramide hydrochloride,"TABLET, ORALLY DISINTEGRATING;ORAL",11/30/2011,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021793s011mg.pdf
regranex,becaplermin,GEL; TOPICAL,08/26/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103691s5138lbl.pdf#page=8
relexxii,methylphenidate hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216117s001lbl.pdf#page=25
relistor,methylnaltrexone bromide,SOLUTION;SUBCUTANEOUS,03/14/2018,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
relistor,methylnaltrexone bromide,TABLET;ORAL,03/14/2018,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
remeron,mirtazapine,TABLET;ORAL,11/18/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
remeron soltab,mirtazapine,"TABLET, ORALLY DISINTEGRATING;ORAL",11/18/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
remicade,infliximab,VIAL,10/05/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103772s5401lbl.pdf#page=50
renflexis,infliximab-abda,INJECTABLE;INJECTION,12/26/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761054s021lbl.pdf#page=55
restoril,temazepam,CAPSULE;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018163s071lbl.pdf#page=17
retacrit,epoetin alfa-epbx,INJECTABLE;INJECTION,06/04/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125545s005lbl.pdf#page=31
revlimid,lenalidomide,CAPSULE;ORAL,03/24/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021880s067lbl.pdf#page=48
rexulti,brexpiprazole,TABLET;ORAL,05/07/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205422s009lbl.pdf#page=36
reyvow,lasmiditan succinate,TABLET;ORAL,09/15/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211280s008lbl.pdf#page=15
rezira,hydrocodone bitartrate; pseudoephedrine hydrochloride,SOLUTION;ORAL,06/28/2018,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022442s010lbl.pdf#page=26
riabni,rituximab-arrx,INJECTABLE;INJECTION,06/03/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761140s001lbl.pdf#page=41
rinvoq,upadacitinib,"TABLET, EXTENDED RELEASE;ORAL",04/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211675s019lbl.pdf#page=72
ritalin,methylphenidate hydrochloride,TABLET;ORAL,10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/010187s092s096lbl.pdf#page18
ritalin la,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE;ORAL",10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021284s042s046lbl.pdf#page18
ritalin-sr,methylphenidate hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",11/19/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/010187s091,018029s059lbl.pdf#page=13"
rituxan,rituximab,SOLUTION;INTRAVENOUS,12/17/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5465lbl.pdf#page=56
rituxan hycela,rituximab; hyaluronidase (human recombinant),SOLUTION;SUBCUTANEOUS,06/10/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761064s013lbl.pdf#page=28
roxicodone,oxycodone hydrochloride,TABLET;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021011s013lbl.pdf#page=30
roxybond,oxycodone hydrochloride,TABLET;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209777s008lbl.pdf#page=38
rozerem,ramelteon,TABLET;ORAL,11/03/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021782s022lbl.pdf#page=17
ruxience,rituximab-pvvr,INJECTABLE;INJECTION,10/16/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761103s011lbl.pdf#page=42
ruzurgi,amifampridine,TABLET;ORAL,08/21/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209321s000lbl.pdf#page=15
rybelsus,semaglutide,TABLET;ORAL,01/24/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213051s012lbl.pdf#page=24
rybelsus,semaglutide,TABLET;ORAL,01/16/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213182s000,213051s001lbl.pdf#page=23"
sabril,vigabatrin,FOR SOLUTION;ORAL,10/20/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
sabril,vigabatrin,TABLET;ORAL,10/20/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
samsca,tolvaptan,TABLET;ORAL,04/22/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022275s017lbl.pdf#page=19
sarafem,fluoxetine hydrochloride,TABLET;ORAL,09/20/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021860s015lbl.pdf#page=32
savaysa,edoxaban tosylate,TABLET;ORAL,10/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206316s019lbl.pdf#page=35
savella,milnacipran hydrochloride,TABLET;ORAL,05/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022256s028lbl.pdf#page=31
saxenda,liraglutide recombinant,SOLUTION;SUBCUTANEOUS,04/20/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206321s016lbl.pdf#page=30
seglentis,celecoxib; tramadol hydrochloride,TABLET;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213426s003lbl.pdf#page=57
segluromet,ertugliflozin; metformin hydrochloride,TABLET;ORAL,09/12/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209806s010lbl.pdf#page=33
selzentry,maraviroc,SOLUTION;ORAL,10/30/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
selzentry,maraviroc,TABLET;ORAL,10/30/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
serevent,salmeterol xinafoate,POWDER;INHALATION,07/22/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020692s047lbl.pdf#page=35
seroquel,quetiapine fumarate,TABLET;ORAL,01/31/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020639s072lbl.pdf#page=49
seroquel xr,quetiapine fumarate,"TABLET, EXTENDED RELEASE;ORAL",01/28/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022047s046lbl.pdf#page=53
sertraline,sertraline hydrochloride,CAPSULE;ORAL,08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215133s001lbl.pdf#page=27
signifor,pasireotide diaspartate,SOLUTION;SUBCUTANEOUS,01/15/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200677s006lbl.pdf#page=15
siklos,hydroxyurea,TABLET;ORAL,11/28/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208843s004lbl.pdf#page=18
silenor,doxepin hydrochloride,TABLET;ORAL,10/29/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022036s006lbl.pdf#page=19
siliq,brodalumab,INJECTABLE;INJECTION,08/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761032s014lbl.pdf#page=14
simponi,golimumab,INJECTABLE; INJECTION,09/24/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125289s146lbl.pdf#page=38
simponi aria,golimumab,INJECTABLE; INJECTION,02/01/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125433s032lbl.pdf#page=34
sinequan,doxepin hydrochloride,CAPSULE;ORAL,07/14/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089129.pdf
singulair,montelukast sodium,GRANULE;ORAL,02/22/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
singulair,montelukast sodium,TABLET;ORAL,02/22/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s076,021409s052lbl.pdf#page=25"
singulair,montelukast sodium,"TABLET, CHEWABLE;ORAL",02/22/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
sirturo,bedaquiline fumarate,TABLET;ORAL,06/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204384s017lbl.pdf#page=27
skyrizi,risankizumab-rzaa,INJECTABLE;SUBCUTANEOUS,06/18/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761262s001lbl.pdf#page=30
skyrizi,risankizumab-rzaa,INJECTABLE;INJECTION,06/18/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761105s018lbl.pdf#page=30
sodium oxybate,sodium oxybate,SOLUTION;ORAL,01/03/2022,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202090lbl.pdf#page=18
sohonos,paloverotene,CAPSULE;ORAL,08/16/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215559s000lbl.pdf#page=20
solaraze,diclofenac sodium,GEL;TOPICAL,11/14/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021005s024lbl.pdf#page=22
solaraze,diclofenac sodium,GEL;TOPICAL,04/28/2021,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501655.pdf
soliqua 100/33,insulin glargine; lixisenatide,SOLUTION;SUBCUTANEOUS,09/28/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208673s013lbl.pdf#page=29
soliris,eculizumab,INJECTABLE; IV (INFUSION),06/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125166s431lbl.pdf#page=40
soltamox,tamoxifen citrate,SOLUTION;ORAL,04/08/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021807s006lbl.pdf#page=36
sonata,zaleplon,CAPSULE;ORAL,08/18/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020859s016lbl.pdf#page=21
soriatane,acitretin,CAPSULE;ORAL,02/22/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019821s029lbl.pdf#page=30
sotret,isotretinoin,CAPSULE;ORAL,04/12/2012,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Sotret.pdf
sotyktu,deucravacitinib,TABLET;ORAL,09/09/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214958s000lbl.pdf#page=19
spevigo,spesolimab-sbzo,INJECTABLE;INTRAVENOUS,03/18/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf#page=11
spravato,esketamine hydrochloride,SPRAY;NASAL,10/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211243s012lbl.pdf#page=43
spritam,levetiracetam,"TABLET, FOR SUSPENSION;ORAL",06/14/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207958s023lbl.pdf#page=36
sprix,ketorolac tromethamine,"SPRAY, METERED;NASAL",11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022382s022lbl.pdf#page=22
stavzor,valproic acid,"CAPSULE, DELAYED RELEASE;ORAL",11/30/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022152s009lbl.pdf#page=42
steglatro,ertugliflozin,TABLET;ORAL,09/12/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209803s007lbl.pdf#page=25
steglujan,ertugliflozin; sitagliptin phosphate,TABLET;ORAL,09/12/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209805s016lbl.pdf#page=30
stelara,ustekinumab,INJECTABLE;INJECTION,03/18/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761044s009lbl.pdf#page=37
stelara,ustekinumab,INJECTABLE; INJECTION,03/18/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125261s158,761044s009lbl.pdf#page=36"
strattera,atomoxetine hydrochloride,CAPSULE;ORAL,01/06/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021411s050lbl.pdf#page=20
striverdi respimat,olodaterol hydrochloride,"SPRAY, METERED;INHALATION",05/29/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/striverdi respimatMedGuide2016.pdf
sublocade,buprenorphine,"SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS",09/22/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209819s018lbl.pdf#page=45
suboxone,buprenorphine hydrochloride; naloxone hydrochloride,"FILM;BUCCAL, SUBLINGUAL",06/17/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022410s046s047lbl.pdf#page=35
suboxone,buprenorphine hydrochloride; naloxone hydrochloride,TABLET;SUBLINGUAL,06/17/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020733s031s032lbl.pdf#page=32
subsys,fentanyl,SPRAY;SUBLINGUAL,12/03/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202788s023lbl.pdf#page=40
subutex,buprenorphine hydrochloride,TABLET;SUBLINGUAL,06/17/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020732s027s028lbl.pdf#page=29
suclear,magnesium sulfate; polyethylene glycol 3350; potassium chloride; potassium sulfate; sodium bicarbonate; sodium chloride; sodium sulfate,SOLUTION;ORAL,08/15/2013,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203595s000lbl.pdf#page=13
suflave,polyethylene glycol 3350; sodium sulfate; potassium chloride; magnesium sulfate; sodium chloride,SOLUTION;ORAL,06/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215344s000lbl.pdf#page=14
sunosi,solriamfetol hydrochloride,TABLET;ORAL,06/28/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211230s009lbl.pdf#page=23
supprelin la,histrelin acetate,IMPLANT;SUBCUTANEOUS,04/22/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022058s017lbl.pdf#page=20
suprep bowel prep kit,magnesium sulfate; potassium sulfate; sodium sulfate,SOLUTION;ORAL,08/05/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022372s013lbl.pdf#page=13
surmontil,trimipramine maleate,CAPSULE;ORAL,09/30/2014,https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/016792s037lbl.pdf#page=12
sustol,granisetron,"INJECTION, EXTENDED RELEASE;SUBCUTANEOUS",05/25/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022445s010lbl.pdf#page=17
sutab,magnesium sulfate; potassium chloride; sodium sulfate,TABLET;ORAL,10/24/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213135s004lbl.pdf#page=15
sutent,sunitinib malate,CAPSULE;ORAL,08/30/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021938s039lbledt.pdf#page=34
sylatron,peginterferon alfa-2b,VIAL,12/21/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13
symbyax,fluoxetine hydrochloride; olanzapine,CAPSULE;ORAL,08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021520s055lbl.pdf#page=42
symlin,pramlintide acetate,INJECTABLE;SUBCUTANEOUS,12/18/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089141.pdf
sympazan,clobazam,FILM;ORAL,03/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210833s004lbl.pdf#page=26
symproic,naldemedine tosylate,TABLET;ORAL,01/24/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208854s002lbl.pdf#page=13
synalgos-dc,aspirin; caffeine; dihydrocodeine bitartrate,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/011483s037lbl.pdf
synarel,nafarelin acetate,"SPRAY, METERED;NASAL",01/31/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019886s039lbl.pdf#page=28
synjardy,empagliflozin; metformin hydrochloride,TABLET;ORAL,10/30/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206111s042,208658s028lbl.pdf#page=44"
synjardy xr,empagliflozin; metformin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",10/30/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206111s042,208658s028lbl.pdf#page=44"
synribo,omacetaxine mepesuccinate,POWDER;SUBCUTANEOUS,05/12/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203585Orig1s008lbl.pdf#page=18
tafinlar,dabrafenib mesylate,CAPSULE;ORAL,03/29/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202806s027lbl.pdf#page=46
tafinlar,dabrafenib,TABLET;ORAL,03/29/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217514s000lbl.pdf#page=46
taltz,ixekizumab,INJECTABLE;INJECTION,07/27/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125521s024lbl.pdf#page=21
talvey,talquetamab-tgvs,INJECTABLE; SUBCUTANEOUS,08/09/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761342s000lbl.pdf#page=30
tanzeum,albiglutide,INJECTABLE;INJECTION,12/20/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125431s019lbl.pdf#page=36
targiniq,naloxone hydrochloride; oxycodone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",09/18/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205777s010s011lbl.pdf#page=47
tasigna,nilotinib hydrochloride,CAPSULE;ORAL,02/08/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022068s035s036lbl.pdf#page=36
tavneos,avacopan,CAPSULE;ORAL,06/03/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214487s000lbl.pdf#page=17
tazverik,tazemetostat hydrobromide,TABLET;ORAL,11/16/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211723s004lbl.pdf#page=17
tazverik,tazemetostat hydrobromide,TABLET;ORAL,06/18/2020,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213400s000lbl.pdf#page=17
tecentriq,atezolizumab,INJECTABLE;INJECTION,04/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761034s049s051lbl.pdf#page=62
tecentriq,atezolizumab,INJECTABLE; INJECTION,10/18/2016,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761041s000lbl.pdf#page=22
technivie,ombitasvir; paritaprevir; ritonavir,TABLET;ORAL,12/06/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207931s013lbl.pdf#page=39
tecvayli,teclistamab-cqyv,INJECTABLE; SUBCUTANEOUS,11/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761291s009lbl.pdf#page=28
tegretol,carbamazepine,SUSPENSION;ORAL,09/13/2023,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19
tegretol,carbamazepine,"TABLET, CHEWABLE;ORAL",03/20/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19
tegretol,carbamazepine,TABLET;ORAL,09/13/2023,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19
tegretol-xr,carbamazepine,"TABLET, EXTENDED RELEASE;ORAL",09/13/2023,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19
tegsedi,inotersen sodium,SOLUTION;SUBCUTANEOUS,01/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211172s010lbl.pdf#page=28
testim,testosterone,GEL;TRANSDERMAL,08/20/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021454s030s031lbl.pdf#page=21
testosterone,testosterone,GEL;TRANSDERMAL,10/25/2016,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202763s000mg.pdf
testosterone cypionate injection,testosterone cypionate,INJECTABLE;INTRAMUSCULAR,02/01/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/216318Orig1s002lbl.pdf#page=14
thalomid,thalidomide,CAPSULE;ORAL,03/24/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020785s071lbl.pdf#page=21
tibsovo,ivosidenib,TABLET;ORAL,10/24/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf#page=38
tikosyn,dofetilide,CAPSULE;ORAL,08/08/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020931s017lbl.pdf#page=27
tivdak,tisotumab vedotin-tftv,INJECTABLE;INJECTION,04/29/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761208s005lbl.pdf#page=21
tivorbex,indomethacin,CAPSULE;ORAL,04/28/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204768s008lbl.pdf#page=25
tofidence,tocilizumab-bavi,INJECTABLE;INTRAVENOUS,12/03/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761354s004lbl.pdf#page=55
tofranil,imipramine hydrochloride,TABLET;ORAL,06/29/2017,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
tofranil-pm,imipramine pamoate,CAPSULE;ORAL,07/28/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM326090.pdf
tolectin,tolmetin sodium,TABLET;ORAL,01/22/2008,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf
tolectin 600,tolmetin sodium,TABLET;ORAL,01/22/2008,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf
tolectin ds,tolmetin sodium,CAPSULE;ORAL,01/22/2008,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf
topamax,topiramate,TABLET;ORAL,05/03/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
topamax,topiramate,CAPSULE;ORAL,05/03/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
topamax sprinkle,topiramate,CAPSULE;ORAL,05/03/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
toradol,ketorolac tromethamine,TABLET;ORAL,03/26/2013,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019645s019lbl.pdf#page=23
tracleer,bosentan,TABLET;ORAL,02/08/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
tracleer,bosentan,"TABLET, FOR SUSPENSION;ORAL",02/08/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
tradjenta,linagliptin,TABLET;ORAL,06/20/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201280s027lbl.pdf#page=16
tranxene,clorazepate dipotassium,CAPSULE;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14
tranxene,clorazepate dipotassium,TABLET;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14
tranxene sd,clorazepate dipotassium,TABLET;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14
trazodone hydrochloride,trazodone hydrochloride,TABLET;ORAL,04/20/2020,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/071196s062lbl.pdf#page=3
trelegy ellipta,fluticasone furoate; umeclidinium bromide; vilanterol trifenatate,POWDER;INHALATION,06/02/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209482s000lbl.pdf#page=33
tremfya,guselkumab,INJECTABLE;INJECTION,06/29/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761061s009lbl.pdf#page=15
treximet,naproxen sodium; sumatriptan succinate,TABLET;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021926s019lbl.pdf#page=32
tridione,trimethadione,SOLUTION;ORAL,06/07/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf
tridione,trimethadione,CAPSULE;ORAL,06/07/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf
tridione,trimethadione,TABLET;ORAL,06/07/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf
