"Drug Name","Active Ingredient","Form; Route","Appl. No.","Company","Date","URL"
"MS CONTIN","MORPHINE SULFATE","TABLET, EXTENDED RELEASE;ORAL","019516","PURDUE PHARMA LP","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019516s058lbl.pdf#page=32"
"MULTAQ","DRONEDARONE HYDROCHLORIDE","TABLET;ORAL","022425","SANOFI AVENTIS US","10/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022425s028s030lbl.pdf#page=24"
"MULTIHANCE","GADOBENATE DIMEGLUMINE","INJECTABLE;INTRAVENOUS","021357","BRACCO","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021357s026,021358s024lbl.pdf#page=36"
"MULTIHANCE MULTIPACK","GADOBENATE DIMEGLUMINE","INJECTABLE;INTRAVENOUS","021358","BRACCO","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021357s026,021358s024lbl.pdf#page=36"
"MYALEPT","METRELEPTIN","INJECTABLE;INJECTION","125390","AEGERION","02/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125390s024lbl.pdf#page=16"
"MYDAYIS","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","CAPSULE, EXTENDED RELEASE;ORAL","022063","TAKEDA PHARMS USA","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022063s005lbl.pdf#page=25"
"MYFORTIC","MYCOPHENOLIC SODIUM","TABLET, DELAYED RELEASE;ORAL","050791","NOVARTIS","03/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/050791s035lbl.pdf#page=23"
"MYOBLOC","Botulinum Toxin Type B","VIAL","103846","ELAN PHARM","03/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103846s5195lbl.pdf#page=17"
"MYSOLINE","PRIMIDONE","TABLET;ORAL","009170","VALEANT","06/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/009170Orig1s040lbl.pdf#page=7"
"NALFON","FENOPROFEN CALCIUM","CAPSULE;ORAL","017604","XSPIRE PHARMA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017604s054lbl.pdf#page=16"
"NAPRELAN","NAPROXEN SODIUM","TABLET, EXTENDED RELEASE;ORAL","020353","ALMATICA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020353s041lbl.pdf#page=21"
"NAPROSYN","NAPROXEN","SUSPENSION;ORAL","018965","ATNAHS PHARMA US","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018965s028lbl.pdf#page=22"
"NAPROSYN","NAPROXEN","TABLET;ORAL","017581","ATNAHS PHARMA US","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017581s117,018164s067,020067s026lbl.pdf"
"NARDIL","PHENELZINE SULFATE","TABLET;ORAL","011909","PARKE DAVIS","08/02/2007","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088660.pdf"
"NATPARA","PARATHYROID HORMONE","INJECTABLE;INJECTION","125511","NPS PHARMS INC","07/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125511s016lbl.pdf#page=18"
"NAYZILAM","MIDAZOLAM","SPRAY;NASAL","211321","UCB INC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211321s008lbl.pdf#page=26"
"NESINA","ALOGLIPTIN BENZOATE","TABLET;ORAL","022271","TAKEDA PHARMS USA","07/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022271s015lbl.pdf#page=28"
"NEURONTIN","GABAPENTIN","SOLUTION;ORAL","021129","UPJOHN","12/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
"NEURONTIN","GABAPENTIN","TABLET;ORAL","020882","UPJOHN","12/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
"NEURONTIN","GABAPENTIN","CAPSULE;ORAL","020235","UPJOHN","12/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf#Page=28"
"NEXIUM","ESOMEPRAZOLE MAGNESIUM","FOR SUSPENSION, DELAYED RELEASE;ORAL","022101","ASTRAZENECA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
"NEXIUM","ESOMEPRAZOLE MAGNESIUM","CAPSULE, DELAYED REL PELLETS;ORAL","021153","ASTRAZENECA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
"NEXIUM","ESOMEPRAZOLE MAGNESIUM","FOR SUSPENSION, DELAYED RELEASE;ORAL","021957","ASTRAZENECA","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021153s060,021957s027,022101s024lbl.pdf#page=40"
"NIZORAL","KETOCONAZOLE","TABLET;ORAL","018533","JANSSEN PHARMS","07/30/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/018533s040lbl.pdf#page=19"
"NOCDURNA","DESMOPRESSIN ACETATE","TABLET;SUBLINGUAL","022517","FERRING PHARMS INC","06/21/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022517s000lbl.pdf#page=14"
"NOCTIVA","DESMOPRESSIN ACETATE","SPRAY, METERED;NASAL","201656","SERENITY PHARMS LLC","03/03/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/201656lbl.pdf#page=13"
"NOLVADEX","TAMOXIFEN CITRATE","TABLET;ORAL","017970","ASTRAZENECA","03/13/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088661.pdf"
"NORCO","ACETAMINOPHEN; HYDROCODONE BITARTRATE","TABLET;ORAL","040099","APIL","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/040099s023lbl.pdf#page=23"
"NOROXIN","NORFLOXACIN","TABLET;ORAL","019384","MERCK","07/26/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM246795.pdf"
"NORPRAMIN","DESIPRAMINE HYDROCHLORIDE","TABLET;ORAL","014399","VALIDUS PHARMS","11/09/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/014399s066s067mg.pdf"
"NOVANTRONE","MITOXANTRONE HYDROCHLORIDE","INJECTABLE;INJECTION","019297","EMD SERONO","03/23/2012","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/019297s035mg.pdf"
"NPLATE","ROMIPLOSTIM","INJECTABLE; SUBCUTANEOUS","125268","AMGEN","02/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125268s167lbl.pdf#page=18"
"NUCYNTA","TAPENTADOL HYDROCHLORIDE","TABLET;ORAL","022304","COLLEGIUM PHARM INC","06/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022304s026lbl.pdf#page=40"
"NUCYNTA","TAPENTADOL HYDROCHLORIDE","SOLUTION;ORAL","203794","COLLEGIUM PHARM INC","06/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203794s011lbl.pdf#page=37"
"NUCYNTA ER","TAPENTADOL HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","200533","COLLEGIUM PHARM INC","06/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200533s027lbl.pdf#page=40"
"NULOJIX","BELATACEPT","INJECTABLE; INJECTION","125288","BRISTOL MYERS SQUIBB","07/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125288s075lbl.pdf#page=49"
"NULYTELY","POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE","FOR SOLUTION;ORAL","019797","BRAINTREE","05/14/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf"
"NULYTELY-FLAVORED","POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE","FOR SOLUTION;ORAL","019797","BRAINTREE","05/14/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf"
"NUVIGIL","ARMODAFINIL","TABLET;ORAL","021875","CEPHALON","02/07/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021875s023lbl.pdf#page=24"
"OBREDON","GUAIFENESIN; HYDROCODONE BITARTRATE","SOLUTION;ORAL","205474","SOVEREIGN PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205474s008lbl.pdf#page=23"
"OCALIVA","OBETICHOLIC ACID","TABLET;ORAL","207999","INTERCEPT PHARMS INC","05/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207999s007lbl.pdf#page=22"
"OCREVUS","OCRELIZUMAB","INJECTABLE;INJECTION","761053","GENENTECH INC","06/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761053s031lbl.pdf#page=20"
"OCREVUS ZUNOVO","OCRELIZUMAB AND HYALURONIDAZSE-OCSQ","INJECTABLE;SUBCUTANEOUS","761371","GENETECH, INC.","09/13/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761371s000lbl.pdf#page=21"
"ODOMZO","SONIDEGIB PHOSPHATE","CAPSULE;ORAL","205266","SUN PHARMA GLOBAL","08/22/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205266s009lbl.pdf#page=14"
"OLEPTRO","TRAZODONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","022411","ANGELINI PHARMA","07/17/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM202202.pdf"
"OLUMIANT","BARICITINIB","TABLET;ORAL","207924","ELI LILLY AND CO","05/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/207924s006lbl.pdf#page=26"
"OMNISCAN","GADODIAMIDE","INJECTABLE;INJECTION","022066","GE HEALTHCARE","01/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022066s008lbl.pdf#page=1"
"OMNISCAN","GADODIAMIDE","INJECTABLE;INJECTION","020123","GE HEALTHCARE","01/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020123s046lbl.pdf#page=1"
"OMONTYS","PEGINESATIDE ACETATE","SOLUTION;INTRAVENOUS, SUBCUTANEOUS","202799","TAKEDA PHARMS USA","12/04/2012","https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202799s001lbl.pdf#page=15"
"OMVOH","MIRIKIZUMAB-MRKZ","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761279","ELI LILLY AND COMPANY","04/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761279s000lbl.pdf#page=15"
"ONFI","CLOBAZAM","TABLET;ORAL","202067","LUNDBECK PHARMS LLC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202067s007,203993s009lbl.pdf#page=29"
"ONFI","CLOBAZAM","SUSPENSION;ORAL","203993","LUNDBECK PHARMS LLC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202067s007,203993s009lbl.pdf#page=29"
"ONGLYZA","SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","022350","ASTRAZENECA AB","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022350s023lbl.pdf#page=31"
"ONSOLIS","FENTANYL CITRATE","FILM;BUCCAL","022266","BDSI","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022266s025lbl.pdf#page=32"
"OPANA","OXYMORPHONE HYDROCHLORIDE","TABLET;ORAL","021611","ENDO PHARMS","10/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021611s016lbl.pdf#page=27"
"OPANA ER","OXYMORPHONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","021610","ENDO PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021610s031lbl.pdf#page=32"
"OPANA ER","OXYMORPHONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","201655","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201655s026lbl.pdf#page=26"
"OPDIVO","NIVOLUMAB","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","10/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125554s127lbl.pdf#page=166"
"OPSUMIT","MACITENTAN","TABLET;ORAL","204410","ACTELION","05/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204410s024lbl.pdf#page=20"
"OPTIMARK","GADOVERSETAMIDE","INJECTABLE;INJECTION","020937","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s028,020975s029,020976s030lbl.pdf#page=14"
"OPTIMARK","GADOVERSETAMIDE","INJECTABLE;INJECTION","020975","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020975s028lbl.pdf#page=13"
"OPTIMARK IN PLASTIC CONTAINER","GADOVERSETAMIDE","INJECTABLE;INJECTION","020976","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020976s029lbl.pdf#page=13"
"OPZELURA","RUXOLITINIB PHOSPHATE","CREAM;TOPICAL","215309","INCYTE CORP","03/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215309s004lbl.pdf#page=19"
"ORIAHNN (COPACKAGED)","ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE; ELAGOLIX SODIUM","CAPSULE;ORAL","213388","ABBVIE INC","05/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213388s003lbl.pdf#page=29"
"ORILISSA","ELAGOLIX SODIUM","TABLET;ORAL","210450","ABBVIE INC","06/05/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210450s009lbl.pdf#page=27"
"OSENI","ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE","TABLET;ORAL","022426","TAKEDA PHARMS USA","06/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022426s012lbl.pdf#page=43"
"OSMOPREP","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE","TABLET;ORAL","021892","SALIX PHARMS","11/29/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021892s014lbl.pdf#page=13"
"OTULFI","USTEKINUMAB-AAUZ","INJECTABLE;INTRAVENOUS","761379","FRESENIUS KABI USA","09/27/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761379s000lbl.pdf#page=36"
"OXAYDO","OXYCODONE HYDROCHLORIDE","TABLET;ORAL","202080","ZYLA","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202080s013lbl.pdf#page=30"
"OXTELLAR XR","OXCARBAZEPINE","TABLET, EXTENDED RELEASE;ORAL","202810","SUPERNUS PHARMS","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/202810s020lbl.pdf#page=24"
"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","SOLUTION;ORAL","200535","GENUS LIFESCIENCES","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200535s022lbl.pdf#page=35"
"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","SOLUTION;ORAL","201194","VISTAPHARM","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201194s017lbl.pdf#page=34"
"Oxycodone Hydrochloride Capsules","OXYCODONE HYDROCHLORIDE","CAPSULE;ORAL","200534","GENUS LIFESCIENCES","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200534s013lbl.pdf#page=32"
"OXYCONTIN","OXYCODONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","022272","PURDUE PHARMA LP","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022272s048lbl.pdf#page=49"
"OXYMORPHONE HYDROCHLORIDE","OXYMORPHONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","079046","ACTAVIS ELIZABETH","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/079046s000mg.pdf"
"OZEMPIC","SEMAGLUTIDE","SOLUTION;SUBCUTANEOUS","209637","NOVO","10/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209637s012lbl.pdf#page=27"
"PACERONE","AMIODARONE HYDROCHLORIDE","TABLET;ORAL","075135","UPSHER SMITH LABS","11/01/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088668.pdf"
"PALLADONE","HYDROMORPHONE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","021044","PURDUE PHARMA LP","04/16/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088670.pdf"
"PALYNZIQ","PEGVALIASE-PQPZ","INJECTABLE;INJECTION","761079","BIOMARIN PHARM","11/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761079s000lbl.pdf#page=23"
"PAMELOR","NORTRIPTYLINE HYDROCHLORIDE","SOLUTION;ORAL","018012","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088671.pdf"
"PAMELOR","NORTRIPTYLINE HYDROCHLORIDE","CAPSULE;ORAL","018013","SPECGX LLC","04/09/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018013s064lbl.pdf#page=15"
"PANCREAZE","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","CAPSULE, DELAYED RELEASE;ORAL","022523","VIVUS INC","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022523s013lbl.pdf#page=16"
"PARNATE","TRANYLCYPROMINE SULFATE","TABLET;ORAL","012342","CONCORDIA","01/04/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/012342s064lbl.pdf#page=18"
"PAXIL","PAROXETINE HYDROCHLORIDE","SUSPENSION;ORAL","020710","APOTEX TECHNOLOGIES","11/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020031s083,020710s051lbl.pdf#page=39"
"PAXIL","PAROXETINE HYDROCHLORIDE","TABLET;ORAL","020031","APOTEX TECHNOLOGIES","11/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020031s083,020710s051lbl.pdf#page=39"
"PAXIL CR","PAROXETINE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","020936","APOTEX TECHNOLOGIES","02/23/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020936s057s064lbl.pdf#page=30"
"PEGANONE","ETHOTOIN","TABLET;ORAL","010841","RECORDATI RARE","02/27/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022MedGuide.pdf"
"PEGASYS","PEGINTERFERON ALFA-2A","VIAL; SUBCUTANEOUS","103964","HOFFMAN-LA ROCHE","12/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103964s5276lbl.pdf#page=37"
"PEGASYS","PEGINTERFERON ALFA-2A","SYRINGE","103964","HOFFMAN-LA ROCHE","12/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103964s5276lbl.pdf#page=37"
"PEGINTRON","PEGINTERFERON ALFA-2B","SYRINGE","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29"
"PENNSAID","DICLOFENAC SODIUM","SOLUTION;TOPICAL","020947","NUVO PHARMS INC","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191085.pdf"
"PENNSAID","DICLOFENAC SODIUM","SOLUTION;TOPICAL","204623","HORIZON","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204623s013lbl.pdf#page=20"
"PERCOCET","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","TABLET;ORAL","040330","VINTAGE PHARMS LLC","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/040330s052lbl.pdf"
"PERCODAN","ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE","TABLET;ORAL","007337","ENDO PHARMS","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/007337s057lbl.pdf"
"PERCODAN","ASPIRIN; OXYCODONE HYDROCHLORIDE","TABLET;ORAL","007337","ENDO PHARMS","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/007337s053lbl.pdf#page=30"
"PERFOROMIST","FORMOTEROL FUMARATE","SOLUTION;INHALATION","022007","MYLAN SPECLT","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022007s014lbl.pdf#page=19"
"PERTZYE","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","CAPSULE, DELAYED RELEASE;ORAL","022175","DIGESTIVE CARE INC","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022175s008lbl.pdf#page=13"
"PEXEVA","PAROXETINE MESYLATE","TABLET;ORAL","021299","SEBELA IRELAND LTD","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021299s035s038lbl.pdf#page=18"
"PHENERGAN VC W/ CODEINE","CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE","SYRUP;ORAL","008306","ANI PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/008306s035lbl.pdf#page=66"
"PHENERGAN W/ CODEINE","CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE","SYRUP;ORAL","008306","ANI PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/008306s035lbl.pdf#page=66"
"PLAVIX","CLOPIDOGREL BISULFATE","TABLET;ORAL","020839","SANOFI AVENTIS US","03/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020839s074lbl.pdf#page=24"
"PLEGRIDY","PEGINTERFERON BETA-1A","INJECTABLE;INJECTION","125499","BIOGEN IDEC INC","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125499s028lbl.pdf#page=20"
"PLENVU","ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE","FOR SOLUTION;ORAL","209381","SALIX","09/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209381s013lbl.pdf#page=18"
"POMALYST","POMALIDOMIDE","CAPSULE;ORAL","204026","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204026s031lbl.pdf#page=33"
"PONSTEL","MEFENAMIC ACID","CAPSULE;ORAL","015034","AVION PHARMS","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/015034s046lbl.pdf"
"PONVORY","PONESIMOD","TABLET;ORAL","213498","JANSSEN PHARMS","06/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213498s004lbl.pdf#page=30"
"POTIGA","EZOGABINE","TABLET;ORAL","022345","GLAXOSMITHKLINE","05/20/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM259619.pdf"
"PRADAXA","DABIGATRAN ETEXILATE MESYLATE","CAPSULE;ORAL","022512","BOEHRINGER INGELHEIM","11/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022512s047lbl.pdf#page=27"
"PRADAXA","DABIGATRAN ETEXILATE MESYLATE","PELLETS;ORAL","214358","BOEHRINGER INGELHEIM","11/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214358s007lbl.pdf#page=14"
"PREPOPIK","CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE","FOR SOLUTION;ORAL","202535","FERRING PHARMS INC","08/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202535s006lbl.pdf#page=15"
"PRETOMANID","PRETOMANID","TABLET;ORAL","212862","MYLAN IRELAND LTD","11/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212862s008lbl.pdf#page=27"
"PREVACID","LANSOPRAZOLE","CAPSULE, DELAYED REL PELLETS;ORAL","020406","TAKEDA PHARMS USA","08/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
"PREVACID","LANSOPRAZOLE","TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL","021428","TAKEDA PHARMS USA","08/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
"PREVACID NAPRAPAC 250 (COPACKAGED)","LANSOPRAZOLE; NAPROXEN","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"PREVACID NAPRAPAC 375 (COPACKAGED)","LANSOPRAZOLE; NAPROXEN","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"PREVACID NAPRAPAC 500 (COPACKAGED)","LANSOPRAZOLE; NAPROXEN","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"PRIFTIN","RIFAPENTINE","TABLET;ORAL","021024","SANOFI AVENTIS US","07/01/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021024s017s018lbl.pdf#page=28"
"PRILOSEC","OMEPRAZOLE MAGNESIUM","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022056s026lbl.pdf#page=34"
"PRILOSEC","OMEPRAZOLE","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA","12/19/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
"PRISTIQ","DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","021992","PF PRISM CV","11/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021992s047lbl.pdf#page=36"
"PROBUPHINE","BUPRENORPHINE HYDROCHLORIDE","IMPLANT;IMPLANTATION","204442","TITAN PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204442s014lbl.pdf#page=47"
"PROCRIT","EPOETIN ALFA","VIAL; SINGLE-USE","103234","AMGEN","04/30/2024","https://www.fda.gov/media/73511/download"
"PROHANCE","GADOTERIDOL","INJECTABLE;INJECTION","020131","BRACCO","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020131s042,021489s023lbl.pdf#page=32"
"PROHANCE MULTIPACK","GADOTERIDOL","INJECTABLE;INJECTION","021489","BRACCO","08/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020131s042,021489s023lbl.pdf#page=32"
